Date,Stratum,Landsat,Guzinski,row,col
2019_04_20,0_1th,2.91,1.2134045,4006,3167
2019_04_20,0_1th,1.6103474,0.6784586,7214,4573
2019_04_20,0_1th,2.7156048,1.3806332,2742,3459
2019_04_20,0_1th,2.2337785,1.0840963,3785,3692
2019_04_20,0_1th,0.76272523,1.1050105,2813,2593
2019_04_20,0_1th,0.8668104,0.4014571,3863,4221
2019_04_20,0_1th,2.0928426,1.0548522,3395,1662
2019_04_20,0_1th,2.426901,1.0831571,4056,3576
2019_04_20,0_1th,1.5306971,1.3566662,3741,785
2019_04_20,0_1th,2.8400002,1.189068,2872,2137
2019_04_20,0_1th,0.34963098,1.1548812,3402,5149
2019_04_20,0_1th,1.2684925,1.133296,8168,4854
2019_04_20,0_1th,1.234959,1.0243032,8225,4815
2019_04_20,0_1th,2.5176537,1.3200804,3084,1681
2019_04_20,0_1th,0.27976084,0.493681,2277,2494
2019_04_20,0_1th,2.6590924,1.049545,4405,3152
2019_04_20,0_1th,2.8342307,1.4169724,3944,6024
2019_04_20,0_1th,0.42342404,1.0194497,4154,4163
2019_04_20,0_1th,1.8176765,1.3126767,4100,3029
2019_04_20,0_1th,1.5316564,1.1005502,3930,5891
2019_04_20,0_1th,0.84951234,1.4068147,7740,4575
2019_04_20,0_1th,0.3591723,1.0455503,2219,3141
2019_04_20,0_1th,1.2754483,0.91500413,2370,2682
2019_04_20,0_1th,2.098552,1.2462313,5342,3545
2019_04_20,0_1th,1.7510738,1.3734124,5346,3452
2019_04_20,0_1th,0.61074144,1.3904299,2229,3005
2019_04_20,0_1th,1.3177906,0.62967455,2226,3229
2019_04_20,0_1th,2.6466293,0.1067003,4094,4147
2019_04_20,0_1th,0.051049035,0.8471652,4681,2456
2019_04_20,0_1th,2.855946,1.2113773,3868,3510
2019_04_20,0_1th,1.9129986,1.3875784,3997,6490
2019_04_20,0_1th,0.94175065,0.59308994,3731,968
2019_04_20,0_1th,2.0856588,1.2435963,5121,6219
2019_04_20,0_1th,0.8071379,1.2650471,3387,2326
2019_04_20,0_1th,0.9896554,1.2555542,3359,1815
2019_04_20,0_1th,0.933138,0.86219877,7661,5683
2019_04_20,0_1th,1.3988433,1.3249118,5743,5656
2019_04_20,0_1th,0.60974956,0.95538867,2692,3673
2019_04_20,0_1th,2.0990162,1.0522652,4171,3408
2019_04_20,0_1th,0.4097985,1.4011441,5953,5008
2019_04_20,0_1th,2.410864,1.2968842,3735,322
2019_04_20,0_1th,1.6270977,1.3649912,9094,5210
2019_04_20,0_1th,1.8715929,1.1504123,5213,4059
2019_04_20,0_1th,0.22487558,0.92278993,2808,4459
2019_04_20,0_1th,0.82546574,1.0468489,5449,4247
2019_04_20,0_1th,0.46721375,1.0670878,4020,3560
2019_04_20,0_1th,0.48441482,1.2782394,2625,3818
2019_04_20,0_1th,2.3522074,1.3309513,3672,229
2019_04_20,0_1th,0.46295896,0.7329529,3550,1568
2019_04_20,0_1th,1.1780525,0.65375036,3019,1900
2019_04_20,0_1th,0.7154829,0.24239835,3281,5090
2019_04_20,0_1th,0.7273507,1.1448303,8921,3673
2019_04_20,0_1th,1.5088499,0.97353315,4242,4909
2019_04_20,0_1th,0.5878029,0.9528744,2886,3208
2019_04_20,0_1th,0.96379316,1.1870697,6411,4592
2019_04_20,0_1th,1.9237269,1.1676201,4329,2937
2019_04_20,0_1th,2.291342,1.3056421,4148,1492
2019_04_20,0_1th,1.1026428,1.3253677,3581,5252
2019_04_20,0_1th,0.14814836,1.138608,3317,1505
2019_04_20,0_1th,1.3863081,1.4148481,7703,4733
2019_04_20,0_1th,1.8998331,1.0803304,3542,2519
2019_04_20,0_1th,0.78767836,1.3106573,2756,3778
2019_04_20,0_1th,2.5581758,1.3331946,3111,1502
2019_04_20,0_1th,1.2927829,0.4650722,2561,2991
2019_04_20,0_1th,2.4525905,0.7641044,4029,6450
2019_04_20,0_1th,1.8855914,1.2514141,8511,5450
2019_04_20,0_1th,1.0379039,1.4061139,4427,3593
2019_04_20,0_1th,2.2980728,1.0855781,3934,1453
2019_04_20,0_1th,1.0615399,1.248713,4889,3770
2019_04_20,0_1th,1.3850485,1.1584413,3529,1277
2019_04_20,0_1th,0.40700182,0.78205264,3031,2777
2019_04_20,0_1th,2.1805286,0.8967724,2361,2507
2019_04_20,0_1th,1.8657932,1.195149,7097,4738
2019_04_20,0_1th,1.532745,1.2724519,7103,4803
2019_04_20,0_1th,0.5539705,1.3599639,2855,3234
2019_04_20,0_1th,2.7703536,1.3499119,4397,6488
2019_04_20,0_1th,3.0100002,1.3721465,6293,5396
2019_04_20,0_1th,0.2401944,1.1830204,4651,3315
2019_04_20,0_1th,0.41793877,0.6914165,4501,2788
2019_04_20,0_1th,2.2689328,1.1664219,4036,5312
2019_04_20,0_1th,2.4636405,1.4049723,4074,6365
2019_04_20,0_1th,2.02608,1.2479026,8156,4809
2019_04_20,0_1th,1.9172915,1.2401645,3191,1187
2019_04_20,0_1th,2.4717886,1.3275062,4145,3516
2019_04_20,0_1th,1.2184879,1.3072741,4492,2714
2019_04_20,0_1th,1.2599359,1.2361646,3598,379
2019_04_20,0_1th,1.3753299,1.0244429,4011,2474
2019_04_20,0_1th,0.5043101,0.58284,3564,4067
2019_04_20,0_1th,1.5995018,1.1175923,8578,4922
2019_04_20,0_1th,0.89319223,1.2250259,5016,6328
2019_04_20,0_1th,1.8004853,0.9675561,2671,2875
2019_04_20,0_1th,1.1643752,0.7910086,2460,2896
2019_04_20,0_1th,2.834372,0.66976964,4442,3885
2019_04_20,0_1th,0.14757173,1.416031,5059,3417
2019_04_20,0_1th,2.7281651,1.380508,4213,3395
2019_04_20,0_1th,2.3361497,1.2350218,3356,1854
2019_04_20,0_1th,0.10758294,0.5832934,3903,6494
2019_04_20,0_1th,2.430101,1.3356292,4421,3331
2019_04_20,0_1th,1.0204104,1.0341367,3446,5992
2019_04_20,0_1th,2.406769,1.2023948,4016,2976
2019_04_20,0_1th,2.01784,1.2491096,5602,5140
2019_04_20,0_1th,0.13553448,1.0565292,6135,4813
2019_04_20,0_1th,0.50186366,1.2163355,4777,3256
2019_04_20,0_1th,1.9638252,1.3277785,3087,987
2019_04_20,0_1th,2.384921,1.3814433,6221,4791
2019_04_20,0_1th,0.99063736,1.2348908,2239,2658
2019_04_20,0_1th,1.8524865,0.99136984,2662,2764
2019_04_20,0_1th,0.78136116,1.0032032,6588,5787
2019_04_20,0_1th,2.6446414,1.3299266,4597,3005
2019_04_20,0_1th,2.1832492,1.1457317,2848,1464
2019_04_20,0_1th,1.6894326,0.67645824,4199,4133
2019_04_20,0_1th,2.226844,1.2694241,3557,5229
2019_04_20,0_1th,0.8594459,0.7440691,4022,6375
2019_04_20,0_1th,0.35404798,1.1682632,2881,2772
2019_04_20,0_1th,0.3236156,1.3289012,3227,2035
2019_04_20,0_1th,2.0536177,1.0913548,2836,2067
2019_04_20,0_1th,1.8706771,0.92459077,8550,4913
2019_04_20,0_1th,0.676902,1.2318503,3883,6145
2019_04_20,0_1th,1.1379107,1.29602,5404,6116
2019_04_20,0_1th,2.4087389,1.261286,6127,4871
2019_04_20,0_1th,0.18962236,1.26486,3022,3059
2019_04_20,0_1th,1.9733075,1.1362273,3110,2425
2019_04_20,0_1th,1.9719683,0.8341283,2687,2798
2019_04_20,0_1th,0.080386564,1.0503304,2677,2507
2019_04_20,0_1th,1.7557923,1.2530279,8662,5532
2019_04_20,0_1th,1.8463895,1.0155597,3400,3876
2019_04_20,0_1th,1.6424013,1.2121172,3682,510
2019_04_20,0_1th,0.32054704,0.918129,7343,4877
2019_04_20,0_1th,2.729109,1.0689597,4206,2688
2019_04_20,0_1th,1.6582898,1.2279279,3347,6029
2019_04_20,0_1th,0.59767103,1.1095253,3986,3696
2019_04_20,0_1th,2.2201517,1.2473071,4024,3676
2019_04_20,0_1th,2.0213163,1.0394477,4535,3005
2019_04_20,0_1th,0.46770692,1.2580956,5631,5697
2019_04_20,0_1th,1.3471229,1.4168237,4268,6611
2019_04_20,0_1th,2.6973531,1.2771018,3913,6573
2019_04_20,0_1th,0.04120181,1.2263962,3217,4310
2019_04_20,0_1th,0.042874865,1.2757702,3985,2435
