Tile,preds,composite,date,LST_Mask,S2_Mask,ET_var,Mask_Name,name_var,vmax,vmin,vp25,vp50,vp75,vlenght
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,Where0,ndvi,0.9333539,-0.51754385,0.32461753487586975,0.5571389198303223,0.7418600022792816,211855
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,WhereNOT0,ndvi,0.9329922,-0.525,0.3907053619623184,0.6169269382953644,0.7483992874622345,1449376
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,Where0,ndvi,0.9333539,-0.51754385,0.3279896005988121,0.5607306659221649,0.7421517372131348,222088
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,WhereNOT0,ndvi,0.9329922,-0.525,0.3899563103914261,0.6169782876968384,0.7484143972396851,1439143
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,Where0,ndvi_pos,0.9333539,0.0,0.3281738683581352,0.5621731579303741,0.7431192398071289,211855
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,WhereNOT0,ndvi_pos,0.9329922,0.0,0.3959183692932129,0.6187736690044403,0.7491214722394943,1449376
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,Where0,ndvi_pos,0.9333539,0.0,0.3316790759563446,0.5655496716499329,0.7433133721351624,222088
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,WhereNOT0,ndvi_pos,0.9329922,0.0,0.3952683210372925,0.6188271641731262,0.7491379380226135,1439143
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,Where0,resistanceD,0.35853952,0.012200136,0.08680664002895355,0.1492254137992859,0.22948969155550003,211855
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,WhereNOT0,resistanceD,0.3582375,0.011990015,0.10125760175287724,0.17153100669384003,0.2330130860209465,1449376
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,Where0,resistanceD,0.35853952,0.012200136,0.0874913576990366,0.15047947317361832,0.2296457476913929,222088
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,WhereNOT0,resistanceD,0.3582375,0.011990015,0.10108103230595589,0.17155152559280396,0.23302127420902252,1439143
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,Where0,resistanceZ,0.06894991,0.00234618,0.016693584620952606,0.028697194531559944,0.04413263313472271,211855
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,WhereNOT0,resistanceZ,0.06889183,0.0023057722,0.019472616259008646,0.032986732199788094,0.04481020849198103,1449376
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,Where0,resistanceZ,0.06894991,0.00234618,0.016825261525809765,0.028938360512256622,0.04416264407336712,222088
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,WhereNOT0,resistanceZ,0.06889183,0.0023057722,0.01943865977227688,0.032990679144859314,0.044811785221099854,1439143
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,Where0,slope_sub,26,0,0.0,1.0,2.0,211855
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,WhereNOT0,slope_sub,30,0,0.0,1.0,2.0,1449376
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,Where0,slope_sub,27,0,0.0,1.0,2.0,222088
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,WhereNOT0,slope_sub,30,0,0.0,1.0,2.0,1439143
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,Where0,vapor_pressure,16.237125,14.200805,14.433126449584961,14.506772994995117,14.593308448791504,211855
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Soil,WhereNOT0,vapor_pressure,16.239305,14.286104,15.224650382995605,15.472188472747803,15.71873950958252,1449376
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,Where0,vapor_pressure,16.237125,14.200805,14.433878898620605,14.505699157714844,14.592168807983398,222088
X67_Y42,allpred,minVZA,27-07-2019,yes,yes,Canopy,WhereNOT0,vapor_pressure,16.239305,14.924248,15.229623794555664,15.474416732788086,15.719830513000488,1439143
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,AZI,147.62383,133.88829,133.92797088623047,147.608642578125,147.61542510986328,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,AZI,150.86055,133.3783,147.02024841308594,147.29579162597656,147.54286193847656,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,AZI,147.60864,133.88829,133.89146423339844,133.89883422851562,133.91676712036133,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,AZI,150.86055,133.3783,147.02024841308594,147.29579162597656,147.54286193847656,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,DEW,290.11057,289.97775,290.01634216308594,290.0317077636719,290.0449523925781,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,DEW,290.3736,289.8756,290.0490417480469,290.0923156738281,290.1297912597656,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,DEW,290.11057,290.0155,290.0857925415039,290.1007080078125,290.1072082519531,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,DEW,290.3736,289.8756,290.04901123046875,290.0923156738281,290.1297912597656,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,LAI,181.86441,3.2915902,14.188788890838623,28.8868465423584,42.37052917480469,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,LAI,14.909582,0.12415642,1.503168523311615,2.5703582763671875,3.337918996810913,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,LAI,13.964898,3.2915902,4.051376938819885,4.27219033241272,10.497333884239197,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,LAI,22.148943,0.12415642,1.50318044424057,2.5703701972961426,3.3379247188568115,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,LAI_pos,181.86441,3.2915902,14.188788890838623,28.8868465423584,42.37052917480469,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,LAI_pos,14.909582,0.12415642,1.503168523311615,2.5703582763671875,3.337918996810913,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,LAI_pos,13.964898,3.2915902,4.051376938819885,4.27219033241272,10.497333884239197,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,LAI_pos,22.148943,0.12415642,1.50318044424057,2.5703701972961426,3.3379247188568115,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,LST,313.41177,301.20007,303.05125427246094,304.1015930175781,305.06689453125,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,LST,315.42902,294.9764,304.8172302246094,306.4163818359375,307.8291320800781,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,LST,313.41177,301.7595,306.0593566894531,312.6820983886719,313.0840835571289,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,LST,315.42902,294.9764,304.8172302246094,306.4163513183594,307.8291320800781,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,LST_acq_spatial,2019-07-23T09:58:00.000000000,2019-07-23T09:19:00.000000000,2019-07-23T09:19:00.000000000,2019-07-23T09:58:00.000000000,2019-07-23T09:58:00.000000000,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,LST_acq_spatial,2019-07-23T10:06:00.000000000,2019-07-23T09:19:00.000000000,2019-07-23T09:58:00.000000000,2019-07-23T09:58:00.000000000,2019-07-23T09:58:00.000000000,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,LST_acq_spatial,2019-07-23T09:58:00.000000000,2019-07-23T09:19:00.000000000,2019-07-23T09:19:00.000000000,2019-07-23T09:19:00.000000000,2019-07-23T09:19:00.000000000,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,LST_acq_spatial,2019-07-23T10:06:00.000000000,2019-07-23T09:19:00.000000000,2019-07-23T09:58:00.000000000,2019-07-23T09:58:00.000000000,2019-07-23T09:58:00.000000000,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,SP,1006.5789,1001.6291,1003.3136901855469,1003.8995361328125,1004.6268920898438,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,SP,1008.0644,997.5982,1005.4946899414062,1006.7896728515625,1007.3250122070312,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,SP,1006.5789,1003.23615,1004.8672485351562,1005.8534545898438,1006.3416748046875,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,SP,1008.0644,997.5982,1005.4946899414062,1006.7896728515625,1007.3250122070312,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,SSRD,680.27454,478.30673,557.6539001464844,608.4721069335938,645.5391235351562,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,SSRD,723.9733,434.9994,594.5125274658203,637.5947265625,640.267578125,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,SSRD,670.11237,478.30673,493.70970916748047,499.5128173828125,544.1457672119141,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,SSRD,723.9733,434.9994,594.5114593505859,637.5947265625,640.267578125,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,SSRD_mean2,356.79892,263.84793,300.1440124511719,304.9660339355469,309.910888671875,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,SSRD_mean2,383.7563,185.39528,302.35272216796875,304.1890563964844,305.8226623535156,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,SSRD_mean2,356.79892,293.2286,308.2128143310547,339.7902069091797,351.2842788696289,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,SSRD_mean2,383.7563,185.39528,302.3527145385742,304.1890563964844,305.82263946533203,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,TEMP,297.28802,296.3453,296.39508056640625,297.14093017578125,297.2087097167969,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,TEMP,297.9725,295.94406,296.99786376953125,297.2931823730469,297.5077819824219,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,TEMP,297.24924,296.34686,296.49686431884766,296.5184631347656,296.5544204711914,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,TEMP,297.9725,295.94406,296.99786376953125,297.2931823730469,297.5077819824219,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,VZA,31.55197,16.854273,16.8778133392334,16.90605926513672,31.334808349609375,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,VZA,33.268185,14.599831,15.612386703491211,16.2215633392334,16.99272346496582,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,VZA,31.55197,16.90606,31.396438121795654,31.450847625732422,31.450847625732422,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,VZA,33.268185,14.599831,15.612386703491211,16.2215633392334,16.99272346496582,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,VZA_at_acq_file_sub,32,17,17.0,17.0,31.0,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,VZA_at_acq_file_sub,33,15,16.0,16.0,17.0,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,VZA_at_acq_file_sub,32,17,31.0,31.0,31.0,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,VZA_at_acq_file_sub,33,15,16.0,16.0,17.0,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,WSPEED,4.367897,4.137256,4.144077301025391,4.152537822723389,4.350747346878052,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,WSPEED,4.8375597,3.6734076,3.977806568145752,4.098627090454102,4.236862659454346,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,WSPEED,4.367897,4.1375365,4.308576703071594,4.309156179428101,4.337337493896484,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,WSPEED,4.8375597,3.6734076,3.9778074622154236,4.09862756729126,4.236863613128662,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,ZEN,39.73055,35.95034,35.95927047729492,35.97037887573242,39.68449020385742,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,ZEN,40.02068,35.288647,36.0348014831543,36.11528778076172,36.24333572387695,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,ZEN,39.73055,35.950638,39.68852138519287,39.69255447387695,39.692769050598145,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,ZEN,40.02068,35.288647,36.0348014831543,36.11528778076172,36.24333667755127,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,aspect_sub,350,11,140.5,185.0,273.0,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,aspect_sub,360,0,96.0,183.0,268.0,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,aspect_sub,333,149,216.5,274.0,290.25,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,aspect_sub,360,0,96.0,183.0,268.0,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,canopy_height,20.0,0.36198288,1.5603699684143066,3.1767454147338867,4.659573316574097,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,canopy_height,1.6396371,0.013653735,0.16530650481581688,0.2826675474643707,0.3670777380466461,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,canopy_height,1.5357482,0.36198288,0.445538192987442,0.4698214679956436,1.154413178563118,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,canopy_height,2.4357643,0.013653735,0.16530780866742134,0.2826688289642334,0.36707836389541626,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,dem_sub,75,33,49.0,56.0,60.5,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,dem_sub,110,20,26.0,30.0,41.0,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,dem_sub,61,33,34.75,39.0,47.25,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,dem_sub,110,20,26.0,30.0,41.0,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,geopot_sub,358,344,355.0,356.0,357.0,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,geopot_sub,493,287,336.0,360.0,419.0,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,geopot_sub,357,344,356.0,356.0,357.0,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,geopot_sub,493,287,336.0,360.0,419.0,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,lat_sub,53,53,53.0,53.0,53.0,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,lat_sub,53,53,53.0,53.0,53.0,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,lat_sub,53,53,53.0,53.0,53.0,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,lat_sub,53,53,53.0,53.0,53.0,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,lon_sub,13,13,13.0,13.0,13.0,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,lon_sub,13,12,12.0,12.0,12.0,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,lon_sub,13,13,13.0,13.0,13.0,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,lon_sub,13,12,12.0,12.0,12.0,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,longwave_radiation,373.58798,368.85477,369.4253234863281,372.7272033691406,373.1015167236328,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,longwave_radiation,376.76642,367.22308,372.4105529785156,373.9054260253906,374.85150146484375,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,longwave_radiation,373.38968,369.08853,370.0161895751953,370.16184997558594,370.36790466308594,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,longwave_radiation,376.76642,367.22308,372.4105529785156,373.9053955078125,374.85150146484375,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,ndvi,2.4744122,0.7525707,1.3795908093452454,1.684766173362732,1.8486523032188416,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,ndvi,1.4009112,-0.65411764,0.41617774963378906,0.6464224457740784,0.7585693001747131,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,ndvi,1.372818,0.7525707,0.8417062312364578,0.8644810318946838,1.2188387513160706,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,ndvi,1.5707762,-0.65411764,0.41618113964796066,0.646424412727356,0.7585700154304504,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,ndvi_pos,2.4744122,0.7525707,1.3795908093452454,1.684766173362732,1.8486523032188416,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,ndvi_pos,1.4009112,0.0,0.42730405926704407,0.6498590707778931,0.7595792412757874,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,ndvi_pos,1.372818,0.7525707,0.8417062312364578,0.8644810318946838,1.2188387513160706,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,ndvi_pos,1.5707762,0.0,0.4273049533367157,0.6498615145683289,0.7595792412757874,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,resistanceD,13.0,0.23528887,1.0142405033111572,2.0648844242095947,3.028722643852234,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,resistanceD,1.0657641,0.008874928,0.10744922608137131,0.18373389542102814,0.23860053718090057,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,resistanceD,0.9982364,0.23528887,0.28959981352090836,0.30538395047187805,0.7503685355186462,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,resistanceD,1.5832468,0.008874928,0.10745007917284966,0.1837347447872162,0.2386009395122528,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,resistanceZ,2.5,0.04524786,0.19504624605178833,0.39709317684173584,0.5824466645717621,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,resistanceZ,0.20495464,0.0017067168,0.02066331310197711,0.03533344343304634,0.045884717255830765,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,resistanceZ,0.19196853,0.04524786,0.05569227412343025,0.05872768349945545,0.14430164732038975,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,resistanceZ,0.30447054,0.0017067168,0.020663476083427668,0.035333603620529175,0.04588479548692703,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,slope_sub,18,0,2.0,4.0,8.0,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,slope_sub,36,0,0.0,1.0,3.0,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,slope_sub,18,2,9.5,15.0,16.0,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,slope_sub,36,0,0.0,1.0,3.0,2249932
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,Where0,vapor_pressure,19.315006,19.152906,19.19987964630127,19.218616485595703,19.23477554321289,55
X67_Y42,allpred,maxLST,23-07-2019,no,no,Soil,WhereNOT0,vapor_pressure,19.6396,19.029057,19.239765167236328,19.292661666870117,19.338571548461914,2249922
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,Where0,vapor_pressure,19.315006,19.198864,19.28468084335327,19.302932739257812,19.31089496612549,10
X67_Y42,allpred,maxLST,23-07-2019,no,no,Canopy,WhereNOT0,vapor_pressure,19.6396,19.029057,19.239730834960938,19.292661666870117,19.338571548461914,2249932
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,Where0,AZI,157.60574,139.38121,139.7055320739746,139.86996459960938,140.0457763671875,227704
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,WhereNOT0,AZI,157.64291,139.3806,139.88148498535156,154.1315155029297,154.55519104003906,1385198
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,Where0,AZI,157.60574,139.38121,139.70553588867188,139.86996459960938,140.0457763671875,227703
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,WhereNOT0,AZI,157.64291,139.3806,139.88148498535156,154.1315155029297,154.55519104003906,1385199
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,Where0,DEW,288.2771,286.48343,287.5548629760742,287.9024963378906,288.1085510253906,227704
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,WhereNOT0,DEW,288.27698,286.45804,287.20721435546875,287.5186767578125,287.83843994140625,1385198
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,Where0,DEW,288.2771,286.48343,287.5548553466797,287.9024963378906,288.1085510253906,227703
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,WhereNOT0,DEW,288.27698,286.45804,287.20721435546875,287.5186767578125,287.83843994140625,1385199
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,Where0,LAI,4.9156313,0.4340679,1.2382653951644897,2.2415709495544434,3.3910136222839355,227704
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,WhereNOT0,LAI,4.980452,0.26390618,1.4124708473682404,2.591720223426819,3.540062367916107,1385198
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,Where0,LAI,4.9156313,0.4340679,1.238264560699463,2.241568088531494,3.39101505279541,227703
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,WhereNOT0,LAI,4.980452,0.26390618,1.412471354007721,2.5917210578918457,3.5400620698928833,1385199
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,Where0,LAI_pos,4.9156313,0.4340679,1.2382653951644897,2.2415709495544434,3.3910136222839355,227704
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,WhereNOT0,LAI_pos,4.980452,0.26390618,1.4124708473682404,2.591720223426819,3.540062367916107,1385198
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,Where0,LAI_pos,4.9156313,0.4340679,1.238264560699463,2.241568088531494,3.39101505279541,227703
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,WhereNOT0,LAI_pos,4.980452,0.26390618,1.412471354007721,2.5917210578918457,3.5400620698928833,1385199
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,Where0,LST,318.51343,306.97052,310.70440673828125,311.9765167236328,312.9635009765625,227704
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,WhereNOT0,LST,314.89093,300.0636,307.23267364501953,308.6107482910156,309.97518157958984,1385198
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,Where0,LST,318.51343,306.97052,310.7044372558594,311.9765319824219,312.9635009765625,227703
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,WhereNOT0,LST,314.89093,300.0636,307.23268127441406,308.6107482910156,309.9751739501953,1385199
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,Where0,LST_acq_spatial,2019-07-26T10:28:00.000000000,2019-07-26T09:41:00.000000000,2019-07-26T09:41:00.000000000,2019-07-26T09:41:00.000000000,2019-07-26T09:41:00.000000000,227704
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,WhereNOT0,LST_acq_spatial,2019-07-26T10:28:00.000000000,2019-07-26T09:41:00.000000000,2019-07-26T09:41:00.000000000,2019-07-26T10:21:00.000000000,2019-07-26T10:21:00.000000000,1385198
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,Where0,LST_acq_spatial,2019-07-26T10:28:00.000000000,2019-07-26T09:41:00.000000000,2019-07-26T09:41:00.000000000,2019-07-26T09:41:00.000000000,2019-07-26T09:41:00.000000000,227703
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,WhereNOT0,LST_acq_spatial,2019-07-26T10:28:00.000000000,2019-07-26T09:41:00.000000000,2019-07-26T09:41:00.000000000,2019-07-26T10:21:00.000000000,2019-07-26T10:21:00.000000000,1385199
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,Where0,SP,1002.4592,988.2459,997.33740234375,999.1967163085938,1000.4406127929688,227704
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,WhereNOT0,SP,1002.5976,988.28906,997.2554931640625,999.2208862304688,1000.5435180664062,1385198
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,Where0,SP,1002.4592,988.2459,997.3374633789062,999.1967163085938,1000.4406127929688,227703
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,WhereNOT0,SP,1002.5976,988.28906,997.2554931640625,999.2208862304688,1000.5435180664062,1385199
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,Where0,SSRD,746.1801,443.27774,585.4737854003906,589.083740234375,592.1646728515625,227704
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,WhereNOT0,SSRD,754.5108,447.26105,589.8701324462891,627.5076293945312,665.04443359375,1385198
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,Where0,SSRD,746.1801,443.27774,585.4739074707031,589.083740234375,592.1646728515625,227703
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,WhereNOT0,SSRD,754.5108,447.26105,589.8701171875,627.5070190429688,665.04443359375,1385199
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,Where0,SSRD_mean2,374.30917,195.77477,299.09104919433594,301.30897521972656,303.7617645263672,227704
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,WhereNOT0,SSRD_mean2,379.86453,181.21506,298.3463134765625,301.0934753417969,303.5002136230469,1385198
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,Where0,SSRD_mean2,374.30917,195.77477,299.09107971191406,301.3089904785156,303.76177978515625,227703
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Canopy,WhereNOT0,SSRD_mean2,379.86453,181.21506,298.3463134765625,301.0934753417969,303.5002136230469,1385199
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,Where0,TEMP,300.277,298.3503,298.72637939453125,298.8426208496094,298.92877197265625,227704
X64_Y42,allpred,maxLST,26-07-2019,yes,no,Soil,WhereNOT0,TEMP,300.31433,298.35297,298.8479919433594,299.6249084472656,299.947509765625,1385198
